,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,MONTHLY_AVG_PURCHASE,MONTHLY_AVG_CASH_ADVANCE,PURCHASE_TO_LIMIT_RATIO,CASH_ADVANCE_TO_LIMIT_RATIO,BALANCE_TO_LIMIT_RATIO,KMeans_Cluster,Hierarchical_Cluster,Cluster,Cluster_Label
2757,343.003474,1.0,3429.49,2789.85,639.64,0.0,1.0,1.0,0.666667,0.0,0,40,10500.0,2700.228732,211.715095,0.416667,12,285.7908333333333,0.0,0.3265869917150747,0.0,0.032663886677459286,0,1,0,Inactive Users
2758,4360.245187,1.0,703.23,703.23,0.0,0.0,1.0,1.0,0.0,0.0,0,12,4500.0,1372.421202,1377.09619,0.0,12,58.6025,0.0,0.15623861364141303,0.0,0.9687281019773385,0,0,0,Inactive Users
2759,2900.668727,1.0,3056.73,260.68,2796.05,0.0,1.0,0.25,1.0,0.0,0,54,10000.0,5402.934943,671.845831,0.0,12,254.7275,0.0,0.30564243575642436,0.0,0.29003786891310873,0,1,0,Inactive Users
2760,3569.826878,1.0,3056.06,1994.34,1061.72,0.0,1.0,1.0,0.833333,0.0,0,50,8500.0,2333.314296,899.222632,0.0,12,254.67166666666665,0.0,0.35949417715562876,0.0,0.4199302291495118,0,1,0,Inactive Users
2761,3412.603461,1.0,3790.29,1516.3,2273.99,1384.954139,1.0,0.75,1.0,0.333333,4,110,9500.0,3362.90923,915.744891,0.0,12,315.8575,115.41284491666666,0.39893590148405433,0.14576930207346595,0.3591836081465109,0,1,0,Inactive Users
2762,1519.396916,1.0,0.0,0.0,0.0,1825.201472,0.0,0.0,0.0,0.333333,11,0,2000.0,412.126381,527.787946,0.0,12,0.0,152.10012266666666,0.0,0.9121446636681659,0.7593187986006996,1,0,1,Active Purchasers
2763,1388.825312,1.0,974.42,901.92,72.5,1563.646228,1.0,1.0,0.4,0.6,25,33,1500.0,1071.874614,757.902835,0.0,10,97.442,156.3646228,0.649180546302465,1.041736327781479,0.9252666968687542,3,2,3,High Value Customers
2764,12.313357,0.636364,107.41,0.0,107.41,0.0,0.5,0.0,0.416667,0.0,0,6,2500.0,128.572704,91.316321,0.555556,12,8.950833333333334,0.0,0.0429468212714914,0.0,0.0049233734506197524,1,0,1,Active Purchasers
2765,300.140362,1.0,2366.36,555.0,1811.36,0.0,1.0,0.166667,1.0,0.0,0,23,4000.0,2324.527168,184.880812,0.666667,12,197.1966666666667,0.0,0.5914421394651338,0.0,0.07501633641589601,0,0,0,Inactive Users
2766,267.88449,0.454545,129.0,129.0,0.0,2496.787814,0.083333,0.083333,0.0,0.25,3,1,12000.0,1974.293695,72.930255,0.090909,12,10.75,208.06565116666664,0.010749104241313224,0.20804831380718272,0.022321847346054496,1,2,1,Active Purchasers
2767,179.882212,1.0,828.0,0.0,828.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,649.951462,152.775223,0.3,12,69.0,0.0,0.8271728271728271,0.0,0.1797025094905095,0,0,0,Inactive Users
2768,49.901311,0.727273,790.65,538.01,252.64,0.0,0.75,0.333333,0.583333,0.0,0,17,4000.0,680.166806,145.25185,0.181818,12,65.8875,0.0,0.19761309672581853,0.0,0.012472209697575606,0,0,0,Inactive Users
2769,468.138723,0.545455,0.0,0.0,0.0,1478.624512,0.0,0.0,0.0,0.083333,1,0,1500.0,3198.435463,260.253382,0.25,12,0.0,123.21870933333334,0.0,0.9850929460359761,0.3118845589606929,1,0,1,Active Purchasers
2770,1197.052656,1.0,298.51,97.5,201.01,1362.13765,0.636364,0.090909,0.454545,0.090909,2,8,1700.0,2048.896136,486.579542,0.111111,11,27.137272727272727,123.83069545454545,0.17549088771310992,0.8007863903586125,0.703734659611993,1,0,1,Active Purchasers
2771,2632.469367,1.0,0.0,0.0,0.0,535.955512,0.0,0.0,0.0,0.25,4,0,3000.0,737.932369,736.750992,0.0,12,0.0,44.66295933333333,0.0,0.1785923065644785,0.8771973898700434,1,0,1,Active Purchasers
2772,24.479088,1.0,90.0,0.0,90.0,0.0,0.5,0.0,0.5,0.0,0,6,2500.0,128.865057,124.844559,0.0,12,7.5,0.0,0.03598560575769692,0.0,0.009787720111955217,1,0,1,Active Purchasers
2773,1391.33075,1.0,530.5,530.5,0.0,0.0,0.25,0.25,0.0,0.0,0,3,1600.0,573.866182,482.499021,0.0,12,44.208333333333336,0.0,0.33135540287320425,0.0,0.8690385696439725,1,0,1,Active Purchasers
2774,2748.868773,1.0,598.5,598.5,0.0,0.0,0.333333,0.333333,0.0,0.0,0,34,2000.0,518.300462,28483.25483,0.0,12,49.875,0.0,0.29910044977511246,0.0,1.3737475127436283,1,0,1,Active Purchasers
2775,1525.273429,1.0,133.4,0.0,133.4,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,568.44997,758.082192,0.0,12,11.116666666666667,0.0,0.08887408394403731,0.0,1.0161715049966689,1,0,1,Active Purchasers
2776,149.345328,1.0,1424.4,1330.91,93.49,0.0,1.0,1.0,0.083333,0.0,0,17,5000.0,1214.676732,179.371816,0.75,12,118.7,0.0,0.2848230353929214,0.0,0.02986309298140372,0,1,0,Inactive Users
2777,1364.390161,1.0,786.0,646.0,140.0,0.0,0.5,0.166667,0.416667,0.0,0,10,5000.0,599.435586,323.619258,0.0,12,65.5,0.0,0.15716856628674264,0.0,0.2728234675064987,1,0,1,Active Purchasers
2778,2274.992396,1.0,1794.82,1618.72,176.1,2373.651556,1.0,1.0,0.416667,0.416667,5,30,7000.0,722.123971,505.65312,0.0,12,149.56833333333333,197.80429633333333,0.25636623339522924,0.33904464447936006,0.32495249192972436,0,1,0,Inactive Users
2779,2611.487156,1.0,0.0,0.0,0.0,2527.237714,0.0,0.0,0.0,0.583333,16,0,6500.0,1155.285734,726.008517,0.0,12,0.0,210.60314283333332,0.0,0.3887459950776803,0.4017054539301646,3,2,3,High Value Customers
2780,4942.9272155,1.0,37.03,0.0,37.03,5171.710442,0.25,0.0,0.25,0.5,14,3,14000.0,3042.925661,2791.675875,0.0,12,3.0858333333333334,430.97587016666665,0.0026448110849225056,0.3693815043211199,0.3530410124633955,3,2,3,High Value Customers
2781,95.843629,0.818182,1210.95,201.99,1008.96,0.0,0.75,0.25,0.666667,0.0,0,21,8000.0,1110.838265,127.360837,0.727273,12,100.91250000000001,0.0,0.1513498312710911,0.0,0.011978956255468068,0,0,0,Inactive Users
2782,2518.248504,1.0,1086.17,1013.17,73.0,487.263992,0.75,0.583333,0.25,0.25,7,17,3000.0,708.689089,1030.266046,0.0,12,90.51416666666667,40.60533266666666,0.3619360213262246,0.16236720826391202,0.8391364558480507,0,0,0,Inactive Users
2783,4942.9272155,1.0,4381.33,2080.87,2300.46,0.0,0.666667,0.416667,0.5,0.0,0,45,11500.0,1297.408037,2129.183138,0.0,12,365.11083333333335,0.0,0.3809520911225111,0.0,0.4297823854882184,0,1,0,Inactive Users
2784,937.052256,1.0,2003.98,455.62,1548.36,0.0,1.0,0.166667,1.0,0.0,0,49,1200.0,1033.879447,725.200106,0.0,12,166.99833333333333,0.0,1.6685928393005829,0.0,0.7802266910907577,0,0,0,Inactive Users
2785,1693.287862,1.0,90.0,90.0,0.0,432.820851,0.083333,0.083333,0.0,0.25,3,1,1800.0,350.714526,666.121142,0.0,12,7.5,36.06840425,0.04997223764575236,0.24032251582454192,0.9401931493614658,1,0,1,Active Purchasers
2786,111.902733,1.0,1554.86,1499.12,55.74,0.0,0.833333,0.833333,0.083333,0.0,0,25,4000.0,1411.67445,128.359788,0.272727,12,129.57166666666666,0.0,0.38861784553861534,0.0,0.02796869107723069,0,1,0,Inactive Users
2787,13.925681,0.272727,462.78,422.78,40.0,0.0,0.25,0.25,0.083333,0.0,0,17,2000.0,1047.090159,119.325453,1.0,12,38.565,0.0,0.23127436281859068,0.0,0.006959360819590205,1,0,1,Active Purchasers
2788,3003.711667,1.0,349.45,0.0,349.45,0.0,0.636364,0.0,0.636364,0.0,0,7,2750.0,195.830629,26378.90782,0.0,11,31.768181818181816,0.0,0.12702653580516177,0.0,1.0918617473645946,1,0,1,Active Purchasers
2789,13.75098,0.181818,214.38,214.38,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,1458.242991,178.665615,0.0,12,17.865,0.0,0.14282478347768154,0.0,0.009161212524983345,1,0,1,Active Purchasers
2790,176.478557,0.545455,600.0,600.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,690.478077,77.300437,0.0,12,50.0,0.0,0.39973351099267157,0.0,0.11757398867421719,1,0,1,Active Purchasers
2791,2124.720599,1.0,1006.01,686.01,320.0,0.0,0.25,0.166667,0.166667,0.0,0,10,5000.0,583.205075,579.876616,0.0,12,83.83416666666666,0.0,0.2011617676464707,0.0,0.42485914797040597,1,0,1,Active Purchasers
2792,4942.9272155,1.0,0.0,0.0,0.0,538.044813,0.0,0.0,0.0,0.583333,17,0,6500.0,1454.548208,3032.250188,0.0,12,0.0,44.837067749999996,0.0,0.08276339224734656,0.7603333664820796,3,2,3,High Value Customers
2793,801.513783,1.0,1697.02,1217.02,480.0,0.0,1.0,1.0,1.0,0.0,0,40,5500.0,959.353093,296.563549,0.0,12,141.41833333333332,0.0,0.3084930012724959,0.0,0.14570328722050535,0,1,0,Inactive Users
2794,2791.652315,1.0,0.0,0.0,0.0,229.417213,0.0,0.0,0.0,0.272727,3,0,3000.0,548.068694,1298.976568,0.0,11,0.0,20.856110272727275,0.0,0.07644692202599133,0.9302406914361879,1,0,1,Active Purchasers
2795,1452.868602,1.0,93.34,0.0,93.34,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,361.630594,995.233726,0.0,12,7.778333333333333,0.0,0.06218520986009327,0.0,0.9679337788141239,1,0,1,Active Purchasers
2796,4942.9272155,1.0,2339.79,2339.79,0.0,5930.115233,1.0,1.0,0.0,0.25,8,12,6500.0,6865.05666,1486.657279,0.0,12,194.9825,494.1762694166667,0.3599123211813567,0.912185084294724,0.7603333664820796,3,0,3,High Value Customers
2797,58.142915,0.4,0.0,0.0,0.0,151.730077,0.0,0.0,0.0,0.1,1,0,1200.0,79.965023,136.403124,0.0,10,0.0,15.1730077,0.0,0.1263364504579517,0.04841208576186511,1,0,1,Active Purchasers
2798,1738.454303,1.0,0.0,0.0,0.0,187.666429,0.0,0.0,0.0,0.25,3,0,7000.0,500.128525,407.848117,0.0,12,0.0,15.638869083333333,0.0,0.0268056604770747,0.24831514112269676,1,0,1,Active Purchasers
2799,115.376754,1.0,448.15,448.15,0.0,0.0,1.0,1.0,0.0,0.0,0,13,9000.0,423.564594,174.871144,0.0,12,37.34583333333333,0.0,0.04978891234307299,0.0,0.012818215087212533,0,1,0,Inactive Users
2800,1615.436077,1.0,2610.29,2406.97,203.32,884.570862,0.916667,0.666667,0.333333,0.25,3,39,3600.0,689.414058,383.565211,0.0,12,217.52416666666667,73.71423850000001,0.7248792002221605,0.24564589336295475,0.4486076303804499,0,0,0,Inactive Users
2801,111.789941,1.0,1157.94,943.94,214.0,0.0,1.0,1.0,0.583333,0.0,0,22,7000.0,1209.840603,179.358734,0.916667,12,96.495,0.0,0.16539637194686474,0.0,0.015967710469932866,0,1,0,Inactive Users
2802,11.4334,0.090909,250.0,250.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,1445.844749,84.417079,0.0,12,20.833333333333332,0.0,0.138811771238201,0.0,0.006348362021099389,1,0,1,Active Purchasers
2803,169.019496,1.0,4769.98,1164.35,3605.63,0.0,1.0,0.583333,1.0,0.0,0,56,4500.0,3998.399141,178.551031,1.0,12,397.4983333333333,0.0,1.059760053321484,0.0,0.03755154321261942,0,0,0,Inactive Users
2804,1016.583226,1.0,120.0,0.0,120.0,0.0,0.5,0.0,0.5,0.0,0,9,1000.0,358.031022,853.500194,0.0,12,10.0,0.0,0.11988011988011989,0.0,1.0155676583416584,1,0,1,Active Purchasers
2805,111.729154,0.454545,824.1,824.1,0.0,344.286557,0.166667,0.166667,0.0,0.083333,2,9,6500.0,2961.848966,143.140487,1.0,12,68.675,28.690546416666667,0.1267651130595293,0.05295901507460391,0.0171864565451469,1,0,1,Active Purchasers
2806,2486.194077,1.0,2869.17,1761.23,1107.94,0.0,0.833333,0.5,0.666667,0.0,0,41,5500.0,718.693733,596.134475,0.0,12,239.0975,0.0,0.5215724413742956,0.0,0.45195311343392114,0,0,0,Inactive Users
2807,2728.076143,1.0,155.32,0.0,155.32,713.751955,0.333333,0.0,0.25,0.166667,2,4,4500.0,630.56085,945.633907,0.0,12,12.943333333333333,59.47932958333333,0.034507887136191955,0.1585763063763608,0.606104453010442,1,0,1,Active Purchasers
2808,467.220993,1.0,1110.17,640.17,470.0,814.088229,0.416667,0.083333,0.333333,0.25,3,6,4000.0,2514.118359,185.120378,0.25,12,92.51416666666667,67.84068574999999,0.2774731317170708,0.20347118945263684,0.1167760542364409,1,0,1,Active Purchasers
2809,165.192464,1.0,206.32,0.0,206.32,0.0,0.833333,0.0,0.833333,0.0,0,10,3000.0,271.234786,162.988745,0.0,12,17.19333333333333,0.0,0.06875041652782406,0.0,0.05504580606464512,0,0,0,Inactive Users
2810,2414.43578,1.0,689.4,689.4,0.0,1156.608975,1.0,1.0,0.0,0.25,3,12,8500.0,1582.886402,610.758681,0.0,12,57.449999999999996,96.38408125000001,0.08109634160686978,0.13605563757205036,0.2840178543700741,0,1,0,Inactive Users
2811,2432.276042,1.0,7156.11,5921.26,1234.85,1543.726862,0.833333,0.833333,0.666667,0.166667,3,198,9500.0,1914.832296,621.422606,0.083333,12,596.3425,128.64390516666666,0.7531954531101989,0.162480461214609,0.2560021094621619,2,1,2,Cash Advance Users
2812,1485.081634,1.0,48.22,48.22,0.0,106.224702,0.083333,0.083333,0.0,0.083333,1,1,1700.0,338.531014,542.822761,0.0,12,4.0183333333333335,8.8520585,0.028348030570252793,0.06244838447971781,0.8730638647854203,1,0,1,Active Purchasers
2813,1723.637852,1.0,660.61,437.08,223.53,144.154129,0.75,0.416667,0.583333,0.083333,1,16,2000.0,396.20761,476.229722,0.0,12,55.05083333333334,12.012844083333334,0.33013993003498254,0.072041043978011,0.861388231884058,0,0,0,Inactive Users
2814,1738.802811,1.0,395.0,395.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6000.0,566.494736,457.010558,0.0,12,32.916666666666664,0.0,0.06582236293951008,0.0,0.28975217647058826,1,0,1,Active Purchasers
2815,1912.691045,0.666667,0.0,0.0,0.0,9553.955906,0.0,0.0,0.0,0.166667,1,0,10000.0,19998.38969,637.003067,0.5,6,0.0,1592.3259843333333,0.0,0.9553000605939406,0.1912499795020498,3,2,3,High Value Customers
2816,302.142293,1.0,3612.24,3340.05,272.19,0.0,1.0,1.0,0.083333,0.0,0,35,10500.0,2866.24778,192.523653,1.0,12,301.02,0.0,0.34399009618131604,0.0,0.028772716217503096,0,1,0,Inactive Users
2817,185.725079,0.818182,456.05,0.0,456.05,0.0,0.416667,0.0,0.333333,0.0,0,8,3000.0,446.660021,160.229568,0.0,12,38.00416666666667,0.0,0.1519660113295568,0.0,0.06188773042319227,1,0,1,Active Purchasers
2818,2269.800656,0.714286,0.0,0.0,0.0,3359.844146,0.0,0.0,0.0,0.142857,3,0,3500.0,403.640958,967.007841,0.0,7,0.0,479.9777351428571,0.0,0.9596812756355326,0.6483292362182234,1,2,1,Active Purchasers
2819,750.070967,1.0,311.2,311.2,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,1000.0,544.179931,181.243059,0.0,12,25.933333333333334,0.0,0.31088911088911086,0.0,0.7493216453546454,1,0,1,Active Purchasers
2820,2287.854278,0.909091,0.0,0.0,0.0,1176.120124,0.0,0.0,0.0,0.166667,7,0,6000.0,3532.758968,551.975557,0.0,12,0.0,98.01001033333334,0.0,0.19598735610731546,0.381245505415764,1,2,1,Active Purchasers
2821,7.817753,0.272727,170.02,0.0,170.02,0.0,0.5,0.0,0.5,0.0,0,6,2000.0,373.02841,73.301702,0.5,12,14.168333333333335,0.0,0.08496751624187907,0.0,0.00390692303848076,1,0,1,Active Purchasers
2822,877.603886,1.0,7786.4,215.0,7571.4,0.0,1.0,0.083333,1.0,0.0,0,68,6500.0,7328.487542,2494.776569,0.916667,12,648.8666666666667,0.0,1.1977234271650514,0.0,0.13499521396708197,2,1,2,Cash Advance Users
2823,4942.9272155,1.0,15108.47,2370.0,12738.47,0.0,1.0,0.5,1.0,0.0,0,298,12000.0,16005.45204,11652.56511,0.0,12,1259.0391666666667,0.0,1.25893425547871,0.0,0.4118762782684776,2,1,2,Cash Advance Users
2824,2893.135916,1.0,0.0,0.0,0.0,1188.127404,0.0,0.0,0.0,0.166667,4,0,4000.0,877.652143,928.776392,0.0,12,0.0,99.01061700000001,0.0,0.29695761159710077,0.7231032031992003,1,0,1,Active Purchasers
2825,1589.083369,1.0,0.0,0.0,0.0,1527.089071,0.0,0.0,0.0,0.428571,4,0,2000.0,287.350882,411.733393,0.0,7,0.0,218.1555815714286,0.0,0.7631629540229885,0.794144612193903,1,0,1,Active Purchasers
2826,2540.711001,1.0,844.38,844.38,0.0,197.620055,0.5,0.5,0.0,0.083333,1,11,7000.0,576.312714,532.652119,0.0,12,70.365,16.468337916666666,0.12060848450221397,0.02822740394229396,0.3629068705899157,1,0,1,Active Purchasers
2827,1023.124791,1.0,1537.93,1093.67,444.26,247.04197,0.75,0.583333,0.583333,0.083333,1,25,9000.0,1070.149971,235.241959,0.0,12,128.16083333333333,20.586830833333334,0.17086212643039664,0.027446058215753803,0.11366790256638151,0,0,0,Inactive Users
2828,3937.87556,1.0,0.0,0.0,0.0,1767.100074,0.0,0.0,0.0,0.25,3,0,12000.0,2108.79056,1046.614165,0.0,12,0.0,147.2583395,0.0,0.14724606899425047,0.32812895258728436,3,2,3,High Value Customers
2829,1079.008102,1.0,0.0,0.0,0.0,1259.571764,0.0,0.0,0.0,0.545455,9,0,1200.0,1379.635287,271.364415,0.090909,11,0.0,114.506524,0.0,1.0487691623646962,0.8984247310574521,1,2,1,Active Purchasers
2830,2545.614986,1.0,0.0,0.0,0.0,1353.803704,0.0,0.0,0.0,0.333333,8,0,3000.0,716.417015,947.744413,0.0,12,0.0,112.81697533333333,0.0,0.4511175288237254,0.8482555768077308,1,0,1,Active Purchasers
2831,1659.414215,1.0,324.0,324.0,0.0,2039.735576,0.166667,0.166667,0.0,0.25,7,3,4000.0,510.211233,542.325234,0.0,12,27.0,169.97796466666668,0.08097975506123468,0.5098064423894026,0.41474986628342914,1,0,1,Active Purchasers
2832,4484.839808,1.0,591.3,0.0,591.3,1402.722044,0.75,0.0,0.75,0.083333,1,23,6500.0,1476.731171,1233.335517,0.0,12,49.275,116.89350366666667,0.09095523765574526,0.2157701959698508,0.6898692213505614,0,0,0,Inactive Users
2833,335.360271,1.0,3237.47,3237.47,0.0,0.0,0.75,0.75,0.0,0.0,0,19,2000.0,3137.11501,124.831219,0.571429,12,269.78916666666663,0.0,1.6179260369815092,0.0,0.16759633733133433,0,1,0,Inactive Users
2834,4942.9272155,1.0,5213.41,2396.6,2816.81,0.0,1.0,0.833333,0.916667,0.0,0,79,15000.0,2137.637765,2046.519248,0.0,12,434.4508333333333,0.0,0.34753749750016666,0.0,0.3295065139324045,2,1,2,Cash Advance Users
2835,745.72702,0.727273,137.7,35.0,102.7,0.0,0.166667,0.083333,0.166667,0.0,0,3,2000.0,2443.972329,3239.395001,0.0,12,11.475,0.0,0.06881559220389805,0.0,0.37267717141429285,1,0,1,Active Purchasers
2836,302.091029,0.818182,0.0,0.0,0.0,3688.086261,0.0,0.0,0.0,0.166667,8,0,2000.0,4032.526313,87.872257,0.1,12,0.0,307.34052175,0.0,1.8431215697151424,0.15097002948525737,1,2,1,Active Purchasers
2837,438.550144,1.0,3647.61,3403.79,243.82,0.0,1.0,1.0,0.916667,0.0,0,65,7500.0,3130.109064,172.078686,0.25,12,303.96750000000003,0.0,0.48628316224503404,0.0,0.05846555712571657,0,1,0,Inactive Users
2838,646.745968,0.818182,0.0,0.0,0.0,889.412824,0.0,0.0,0.0,0.333333,6,0,1350.0,789.132988,184.544674,0.0,12,0.0,74.11773533333333,0.0,0.6583366572908956,0.4787164826054774,1,0,1,Active Purchasers
2839,4942.9272155,1.0,100.0,0.0,100.0,4383.296268,0.333333,0.0,0.25,0.166667,3,4,17500.0,2444.123547,2603.406476,0.0,12,8.333333333333334,365.274689,0.005713959202331295,0.25045976047083024,0.2824368444946003,3,2,3,High Value Customers
2840,2735.480264,0.636364,100.0,0.0,100.0,6964.780053,0.333333,0.0,0.25,0.5,11,4,9000.0,1129.128267,1362.581887,0.0,12,8.333333333333334,580.39833775,0.011109876680368847,0.7737784749472282,0.30390848394622816,3,2,3,High Value Customers
2841,160.530303,0.363636,299.38,299.38,0.0,836.768709,0.166667,0.166667,0.0,0.083333,4,5,1200.0,41.244164,89.772488,0.0,12,24.948333333333334,69.73072574999999,0.24927560366361365,0.6967266519567027,0.13366386594504578,1,0,1,Active Purchasers
2842,2.386716,0.454545,115.0,0.0,115.0,0.0,1.0,0.0,0.916667,0.0,0,12,8500.0,99.456136,21.497533,0.0,12,9.583333333333334,0.0,0.013527820256440419,0.0,0.0002807570874014822,0,0,0,Inactive Users
2843,199.753857,1.0,1569.23,940.51,628.72,0.0,1.0,0.666667,0.833333,0.0,0,42,7500.0,1480.652512,187.544352,0.916667,12,130.76916666666668,0.0,0.20920277296360484,0.0,0.0266302968937475,0,1,0,Inactive Users
2844,1647.990537,1.0,127.46,127.46,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3500.0,414.257207,486.378735,0.0,12,10.621666666666666,0.0,0.03640674093116252,0.0,0.4707199477292202,1,0,1,Active Purchasers
2845,1362.551313,1.0,0.0,0.0,0.0,73.99384,0.0,0.0,0.0,0.090909,1,0,1500.0,312.512407,357.297959,0.0,11,0.0,6.726712727272727,0.0,0.04929636242504997,0.9077623670886076,1,0,1,Active Purchasers
2846,2221.252825,0.545455,0.0,0.0,0.0,6448.247202,0.0,0.0,0.0,0.333333,12,0,7000.0,397.799248,477.915036,0.0,12,0.0,537.3539334999999,0.0,0.9210465936294815,0.3172765069275818,3,2,3,High Value Customers
2847,101.138672,1.0,1411.82,546.02,865.8,0.0,1.0,1.0,0.833333,0.0,0,42,3500.0,1357.403057,176.899874,0.75,12,117.65166666666666,0.0,0.40326192516423875,0.0,0.028888509568694657,0,1,0,Inactive Users
2848,19.411374,1.0,229.92,0.0,229.92,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,254.145406,142.377232,0.5,12,19.16,0.0,0.11490254872563717,0.0,0.009700836581709145,0,0,0,Inactive Users
2849,189.11961,1.0,429.88,0.0,429.88,0.0,1.0,0.0,1.0,0.0,0,19,10000.0,723.776734,203.340471,0.0,12,35.82333333333333,0.0,0.042983701629837015,0.0,0.0189100699930007,0,0,0,Inactive Users
2850,67.86054,0.363636,295.64,189.0,106.64,0.0,0.666667,0.083333,0.666667,0.0,0,9,3000.0,374.782336,68.395337,0.0,12,24.636666666666667,0.0,0.09851382872375875,0.0,0.02261264245251583,1,0,1,Active Purchasers
2851,1338.317684,0.909091,0.0,0.0,0.0,1961.77281,0.0,0.0,0.0,0.083333,1,0,2000.0,2313.97005,398.031823,0.111111,12,0.0,163.4810675,0.0,0.9803962068965517,0.6688244297851075,1,0,1,Active Purchasers
2852,4942.9272155,1.0,805.45,695.9,109.55,587.441992,0.833333,0.416667,0.666667,0.25,4,22,5000.0,1922.297415,3777.37996,0.0,12,67.12083333333334,48.95349933333333,0.16105778844231156,0.11746490541891622,0.9883877655468906,0,0,0,Inactive Users
2853,68.222735,0.909091,537.68,0.0,537.68,0.0,0.916667,0.0,0.916667,0.0,0,22,3000.0,577.379225,182.870068,0.454545,12,44.806666666666665,0.0,0.17916694435188268,0.0,0.022733333888703765,0,0,0,Inactive Users
2854,4028.756012,1.0,361.07,104.38,256.69,0.0,1.0,0.166667,1.0,0.0,0,18,4300.0,1279.931508,1537.985,0.0,12,30.089166666666667,0.0,0.08395024412927227,0.0,0.9367021650778888,0,0,0,Inactive Users
2855,9.730297,0.636364,99.24,0.0,99.24,0.0,0.583333,0.0,0.583333,0.0,0,8,1000.0,195.347822,104.212617,0.142857,12,8.27,0.0,0.09914085914085914,0.0,0.009720576423576424,1,0,1,Active Purchasers
2856,224.915345,0.545455,2330.0,0.0,2330.0,0.0,0.5,0.0,0.416667,0.0,0,6,7500.0,3795.415177,194.174903,1.0,12,194.16666666666666,0.0,0.3106252499666711,0.0,0.02998471470470604,0,0,0,Inactive Users
2857,1378.911019,1.0,0.0,0.0,0.0,454.311051,0.0,0.0,0.0,0.416667,5,0,1500.0,782.706659,424.424148,0.0,12,0.0,37.85925425,0.0,0.30267225249833446,0.9186615716189207,1,0,1,Active Purchasers
2858,2017.948347,1.0,1137.55,1137.55,0.0,145.93864,0.333333,0.333333,0.0,0.166667,2,14,2500.0,2416.247973,667.805708,0.0,12,94.79583333333333,12.161553333333332,0.45483806477409033,0.05835211515393842,0.8068565961615354,1,0,1,Active Purchasers
2859,409.194212,0.545455,1213.23,1213.23,0.0,1751.419465,0.25,0.25,0.0,0.416667,8,9,6000.0,5997.800728,178.416838,0.0,12,101.1025,145.95162208333332,0.20217130478253625,0.2918546017330445,0.06818767072154641,1,2,1,Active Purchasers
2860,3130.53708,1.0,428.16,428.16,0.0,688.362421,0.333333,0.333333,0.0,0.25,3,7,4300.0,734.931543,688.847827,0.0,12,35.68,57.36353508333334,0.09954894210648688,0.16004706370611488,0.7278626086956522,1,0,1,Active Purchasers
2861,1143.409012,1.0,0.0,0.0,0.0,47.241537,0.0,0.0,0.0,0.083333,1,0,1200.0,283.066151,353.608086,0.0,12,0.0,3.9367947500000002,0.0,0.03933516819317236,0.952047470441299,1,0,1,Active Purchasers
2862,4215.771256,1.0,0.0,0.0,0.0,7870.352952,0.0,0.0,0.0,0.416667,16,0,7500.0,5197.380969,1561.708701,0.083333,12,0.0,655.862746,0.0,1.049240494867351,0.5620278970803892,3,2,3,High Value Customers
2863,54.952957,0.636364,470.12,0.0,470.12,0.0,0.333333,0.0,0.333333,0.0,0,4,10000.0,1042.208975,178.107513,0.666667,12,39.17666666666667,0.0,0.047007299270072994,0.0,0.005494746225377462,1,0,1,Active Purchasers
2864,1539.46423,1.0,629.78,423.89,205.89,0.0,0.333333,0.083333,0.166667,0.0,0,6,2000.0,559.336578,467.519551,0.0,12,52.48166666666666,0.0,0.3147326336831584,0.0,0.7693474412793604,1,0,1,Active Purchasers
2865,2589.500085,1.0,0.0,0.0,0.0,2529.709392,0.0,0.0,0.0,0.166667,4,0,5000.0,1647.938923,687.719999,0.0,12,0.0,210.80911600000002,0.0,0.5058407102579484,0.5177964577084583,1,2,1,Active Purchasers
2866,798.070226,1.0,660.02,530.19,129.83,189.780271,0.333333,0.333333,0.25,0.083333,2,16,2050.0,1238.467693,328.249203,0.0,12,55.001666666666665,15.815022583333333,0.3218039980497318,0.09253060507069721,0.3891127381764993,1,0,1,Active Purchasers
2867,4942.9272155,1.0,0.0,0.0,0.0,3801.1506,0.0,0.0,0.0,0.25,3,0,9000.0,1370.858877,1757.148202,0.0,12,0.0,316.76255,0.0,0.42230314409510056,0.5491531180424397,3,2,3,High Value Customers
